Node,Time,Latency,Throughput,Battery
5,35.069945335388184,28,66,50
6,35.069945335388184,2,104,100
7,35.069945335388184,15,34,50
8,35.069945335388184,23,69,100
9,35.069945335388184,7,67,60
10,35.07044339179993,9,84,100
11,35.07044339179993,1,22,36
12,35.07044339179993,12,347,36
0,40.08214330673218,6,45,100
1,40.08214330673218,10,29,60
2,40.08214330673218,1,41,60
3,40.08214330673218,1,40,100
4,40.08214330673218,7,69,60
5,40.08214330673218,23,59,50
6,40.08214330673218,7,107,100
7,40.08214330673218,18,31,50
8,40.08214330673218,24,60,100
9,40.08214330673218,5,61,60
10,40.08214330673218,5,77,100
11,40.08214330673218,2,17,36
12,40.08214330673218,9,347,36
0,45.094305992126465,5,54,100
1,45.094305992126465,8,31,60
2,45.094305992126465,1,33,60
3,45.094305992126465,4,34,100
4,45.094757318496704,7,63,60
5,45.094757318496704,22,69,50
6,45.094757318496704,12,110,100
7,45.094757318496704,14,34,50
8,45.094757318496704,26,51,100
9,45.094757318496704,10,71,60
10,45.094757318496704,1,68,100
11,45.094757318496704,1,11,36
12,45.094757318496704,9,347,36
0,50.09638166427612,4,59,100
1,50.09638166427612,4,25,60
2,50.09638166427612,1,27,60
3,50.09638166427612,3,44,100
4,50.09638166427612,6,72,60
5,50.09638166427612,17,68,50
6,50.09638166427612,8,106,100
7,50.09638166427612,15,43,50
8,50.09638166427612,31,50,100
9,50.09638166427612,14,80,60
10,50.09638166427612,3,62,100
11,50.09638166427612,2,15,36
12,50.09638166427612,7,350,36
0,55.09783601760864,5,56,100
1,55.09783601760864,6,31,60
2,55.09783601760864,3,17,60
3,55.09783601760864,1,52,100
4,55.09783601760864,7,71,60
5,55.09783601760864,18,72,50
6,55.0982780456543,5,97,100
7,55.0982780456543,16,44,50
8,55.0982780456543,27,48,100
9,55.0982780456543,15,84,60
10,55.0982780456543,1,52,100
11,55.0982780456543,2,17,36
12,55.0982780456543,5,353,36
0,60.11466646194458,9,56,100
1,60.11466646194458,2,34,60
2,60.11466646194458,1,10,60
3,60.11466646194458,6,58,100
4,60.11466646194458,5,61,60
5,60.11466646194458,20,71,50
6,60.11466646194458,1,93,100
7,60.11466646194458,16,53,50
8,60.11466646194458,31,40,100
9,60.11466646194458,14,85,60
10,60.11466646194458,1,60,100
11,60.11466646194458,1,22,36
12,60.11466646194458,7,358,36
0,65.11576414108276,4,56,100
1,65.11576414108276,1,27,60
2,65.11576414108276,1,6,60
3,65.11576414108276,5,54,100
4,65.11576414108276,2,69,60
5,65.11576414108276,21,64,50
6,65.11576414108276,1,94,100
7,65.11576414108276,21,53,50
8,65.11576414108276,34,38,100
9,65.11576414108276,9,90,60
10,65.11576414108276,1,68,100
11,65.11576414108276,4,28,36
12,65.11576414108276,3,348,36
0,70.13070678710938,8,66,100
1,70.13070678710938,1,25,60
2,70.13070678710938,1,4,60
3,70.13070678710938,3,59,100
4,70.13070678710938,1,74,60
5,70.13070678710938,25,70,50
6,70.13070678710938,1,96,100
7,70.13070678710938,17,59,50
8,70.13070678710938,39,28,100
9,70.13070678710938,14,87,60
10,70.13070678710938,1,73,100
11,70.13070678710938,9,28,36
12,70.13070678710938,3,358,36
0,75.14328813552856,4,66,100
1,75.14328813552856,1,24,60
2,75.14328813552856,2,4,60
3,75.14328813552856,4,49,100
4,75.14328813552856,2,82,60
5,75.14328813552856,24,72,50
6,75.14328813552856,1,99,100
7,75.14328813552856,20,53,50
8,75.14328813552856,41,36,100
9,75.14328813552856,18,97,60
10,75.14328813552856,5,76,100
11,75.14328813552856,9,31,36
12,75.14328813552856,1,361,36
0,80.15593981742859,7,61,100
1,80.15593981742859,2,19,60
2,80.15593981742859,4,1,60
3,80.15593981742859,3,53,100
4,80.15593981742859,1,79,60
5,80.15593981742859,21,80,50
6,80.15593981742859,1,90,100
7,80.15593981742859,24,62,50
8,80.15593981742859,43,45,100
9,80.15593981742859,15,104,60
10,80.15593981742859,10,74,100
11,80.15593981742859,9,32,36
12,80.15593981742859,6,363,36
0,85.17075514793396,6,62,100
1,85.17075514793396,2,17,60
2,85.17075514793396,8,11,60
3,85.17075514793396,6,43,100
4,85.17075514793396,1,79,60
5,85.17075514793396,17,87,50
6,85.17075514793396,4,88,100
7,85.17075514793396,20,68,50
8,85.17075514793396,46,40,100
9,85.17075514793396,11,108,60
10,85.17075514793396,8,72,100
11,85.17075514793396,11,41,36
12,85.17075514793396,9,355,36
0,90.17470288276672,1,70,100
1,90.17470288276672,5,22,60
2,90.17470288276672,12,20,60
3,90.17470288276672,11,33,100
4,90.17470288276672,1,69,60
5,90.17470288276672,12,96,50
6,90.17470288276672,7,95,100
7,90.17470288276672,22,65,50
8,90.17470288276672,51,30,100
9,90.17470288276672,7,99,60
10,90.17470288276672,6,67,100
11,90.17470288276672,6,47,36
12,90.17470288276672,13,355,36
0,95.18843531608582,5,79,100
1,95.18843531608582,4,24,60
2,95.18843531608582,10,11,60
3,95.18843531608582,14,37,100
4,95.18843531608582,5,67,60
5,95.18843531608582,13,99,50
6,95.18843531608582,3,89,100
7,95.18843531608582,26,55,50
8,95.18843531608582,47,24,100
9,95.18843531608582,3,103,60
10,95.18843531608582,11,67,100
11,95.18843531608582,7,47,36
12,95.18843531608582,13,362,36
0,100.19063186645508,1,78,100
1,100.19063186645508,5,18,60
2,100.19063186645508,11,17,60
3,100.19063186645508,9,36,100
4,100.19063186645508,1,61,60
5,100.19063186645508,12,90,50
6,100.19063186645508,3,96,100
7,100.19063186645508,26,60,50
8,100.19063186645508,50,19,100
9,100.19063186645508,6,106,60
10,100.19063186645508,7,58,100
11,100.19063186645508,4,49,36
12,100.19063186645508,13,358,36
0,105.20321607589722,1,70,100
1,105.20321607589722,8,12,60
2,105.20321607589722,11,20,60
3,105.20321607589722,9,46,100
4,105.20321607589722,2,51,60
5,105.20321607589722,9,83,50
6,105.20321607589722,2,102,100
7,105.20321607589722,21,54,50
8,105.20321607589722,54,13,100
9,105.20321607589722,5,106,60
10,105.20321607589722,10,59,100
11,105.20321607589722,9,58,36
12,105.20321607589722,12,351,36
0,110.21713924407959,1,76,100
1,110.21763682365417,4,5,60
2,110.21763682365417,10,20,60
3,110.21763682365417,10,37,100
4,110.21763682365417,1,61,60
5,110.21763682365417,4,73,50
6,110.21763682365417,1,107,100
7,110.21763682365417,26,47,50
8,110.21763682365417,52,17,100
9,110.21763682365417,10,107,60
10,110.21763682365417,10,57,100
11,110.21763682365417,12,59,36
12,110.21763682365417,12,347,36
0,115.23949265480042,1,78,100
1,115.23949265480042,3,1,60
2,115.23949265480042,8,20,60
3,115.23949265480042,12,47,100
4,115.23949265480042,1,66,60
5,115.23949265480042,9,68,50
6,115.23949265480042,1,101,100
7,115.23949265480042,23,56,50
8,115.23949265480042,52,21,100
9,115.23949265480042,6,110,60
10,115.23949265480042,15,52,100
11,115.23949265480042,14,56,36
12,115.23949265480042,12,348,36
