Node,Time,Latency,Throughput,Battery
1,50.13472557067871,41,87,100
2,50.13472557067871,6011,41,60
3,50.13472557067871,39,32,100
4,50.13472557067871,37,93,100
5,50.13472557067871,6130,48,50
6,50.13472557067871,67,61,100
7,50.13472557067871,1609,8,50
8,50.13472557067871,22,51,100
9,50.13472557067871,2506,73,60
10,50.13472557067871,24,55,100
11,50.13472557067871,221688,22,36
12,50.13472557067871,60462,386,36
0,55.14101433753967,38,85,100
1,55.14101433753967,46,89,100
2,55.14101433753967,6009,51,60
3,55.14101433753967,44,24,100
4,55.14101433753967,37,89,100
5,55.14101433753967,6126,44,50
6,55.14101433753967,72,61,100
7,55.14101433753967,1611,3,50
8,55.14101433753967,22,52,100
9,55.14101433753967,2511,83,60
10,55.14101433753967,22,58,100
11,55.14101433753967,221683,16,36
12,55.14101433753967,60457,391,36
0,60.160146713256836,39,84,100
1,60.160146713256836,42,86,100
2,60.160146713256836,6014,54,60
3,60.160146713256836,45,26,100
4,60.160146713256836,36,87,100
5,60.160146713256836,6126,36,50
6,60.160146713256836,71,62,100
7,60.160146713256836,1606,1,50
8,60.160146713256836,21,48,100
9,60.160146713256836,2506,76,60
10,60.160146713256836,23,59,100
11,60.160146713256836,221688,15,36
12,60.160146713256836,60456,381,36
0,65.16783142089844,38,92,100
1,65.16783142089844,39,87,100
2,65.16783142089844,6012,57,60
3,65.16783142089844,44,32,100
4,65.16783142089844,39,84,100
5,65.16783142089844,6122,38,50
6,65.16783142089844,68,54,100
7,65.16783142089844,1602,6,50
8,65.16783142089844,24,55,100
9,65.16783142089844,2504,78,60
10,65.16783142089844,25,50,100
11,65.16783142089844,221686,8,36
12,65.16783142089844,60461,385,36
0,70.17729473114014,41,102,100
1,70.17729473114014,44,96,100
2,70.17729473114014,6007,59,60
3,70.17729473114014,49,29,100
4,70.17729473114014,42,94,100
5,70.17729473114014,6124,40,50
6,70.17729473114014,73,62,100
7,70.17729473114014,1605,3,50
8,70.17729473114014,27,62,100
9,70.17729473114014,2501,84,60
10,70.17729473114014,26,56,100
11,70.17729473114014,221690,3,36
12,70.17729473114014,60464,387,36
0,75.19722819328308,42,92,100
1,75.19722819328308,42,93,100
2,75.19722819328308,6002,67,60
3,75.19722819328308,47,32,100
4,75.19722819328308,45,102,100
5,75.19722819328308,6119,39,50
6,75.19722819328308,68,57,100
7,75.19722819328308,1601,1,50
8,75.19722819328308,30,59,100
9,75.19722819328308,2497,88,60
10,75.19722819328308,31,63,100
11,75.19722819328308,221692,13,36
12,75.19722819328308,60462,383,36
0,80.20648455619812,40,96,100
1,80.20648455619812,46,91,100
2,80.20648455619812,6002,70,60
3,80.20648455619812,46,23,100
4,80.20648455619812,46,98,100
5,80.20648455619812,6117,35,50
6,80.20648455619812,64,56,100
7,80.20648455619812,1596,9,50
8,80.20648455619812,31,49,100
9,80.20648455619812,2496,95,60
10,80.20648455619812,33,66,100
11,80.20648455619812,221695,9,36
12,80.20648455619812,60466,379,36
0,85.21711158752441,42,95,100
1,85.21711158752441,42,85,100
2,85.21711158752441,6003,73,60
3,85.21711158752441,50,27,100
4,85.21711158752441,49,96,100
5,85.21711158752441,6122,35,50
6,85.21711158752441,68,60,100
7,85.21711158752441,1600,7,50
8,85.21711158752441,34,59,100
9,85.21711158752441,2495,91,60
10,85.21711158752441,38,67,100
11,85.21711158752441,221692,5,36
12,85.21711158752441,60464,379,36
0,90.22479319572449,44,102,100
1,90.22479319572449,40,90,100
2,90.22479319572449,6004,74,60
3,90.22479319572449,51,17,100
4,90.22479319572449,44,96,100
5,90.22479319572449,6118,37,50
6,90.22479319572449,71,55,100
7,90.22479319572449,1600,6,50
8,90.22479319572449,32,56,100
9,90.22479319572449,2497,98,60
10,90.22479319572449,39,65,100
11,90.22479319572449,221693,14,36
12,90.22479319572449,60462,387,36
0,95.24290633201599,46,107,100
1,95.24290633201599,40,97,100
2,95.24290633201599,6008,66,60
3,95.24290633201599,49,11,100
4,95.24290633201599,46,91,100
5,95.24290633201599,6123,35,50
6,95.24290633201599,70,60,100
7,95.24290633201599,1598,9,50
8,95.24290633201599,29,48,100
9,95.24290633201599,2498,99,60
10,95.24290633201599,41,56,100
11,95.24290633201599,221691,15,36
12,95.24290633201599,60457,377,36
0,100.25337886810303,49,103,100
1,100.25337886810303,36,106,100
2,100.25337886810303,6011,70,60
3,100.25337886810303,52,15,100
4,100.25337886810303,43,88,100
5,100.25337886810303,6125,34,50
6,100.25337886810303,70,50,100
7,100.25337886810303,1600,3,50
8,100.25337886810303,30,44,100
9,100.25337886810303,2501,102,60
10,100.25337886810303,38,64,100
11,100.25337886810303,221694,12,36
12,100.25337886810303,60456,379,36
0,105.2631413936615,49,100,100
1,105.2631413936615,37,99,100
2,105.2631413936615,6011,70,60
3,105.2631413936615,56,20,100
4,105.2631413936615,38,87,100
5,105.2631413936615,6125,25,50
6,105.2631413936615,68,52,100
7,105.2631413936615,1605,1,50
8,105.2631413936615,34,54,100
9,105.2631413936615,2502,102,60
10,105.2631413936615,34,55,100
11,105.2631413936615,221698,11,36
12,105.2631413936615,60459,372,36
0,110.2650203704834,44,96,100
1,110.2650203704834,32,107,100
2,110.2650203704834,6015,71,60
3,110.2650203704834,53,13,100
4,110.2650203704834,33,92,100
5,110.2650203704834,6130,22,50
6,110.2650203704834,65,61,100
7,110.2650203704834,1605,9,50
8,110.2650203704834,37,55,100
9,110.2650203704834,2498,104,60
10,110.2650203704834,37,47,100
11,110.2650203704834,221696,4,36
12,110.2650203704834,60454,366,36
0,115.26992511749268,44,104,100
1,115.26992511749268,36,102,100
2,115.26992511749268,6016,74,60
3,115.26992511749268,58,12,100
4,115.26992511749268,34,89,100
5,115.26992511749268,6133,25,50
6,115.26992511749268,64,64,100
7,115.26992511749268,1600,8,50
8,115.26992511749268,42,59,100
9,115.26992511749268,2494,94,60
10,115.26992511749268,35,43,100
11,115.26992511749268,221695,1,36
12,115.26992511749268,60453,374,36
