Node,Time,Latency,Throughput,Battery
3,90.18959999084473,7,117,100
4,90.18959999084473,25,76,100
5,90.18959999084473,8,22,50
6,90.18959999084473,36,89,100
7,90.18959999084473,7,56,50
8,90.18959999084473,21,68,100
9,90.18959999084473,54,100,100
10,90.18959999084473,25,61,100
11,90.18959999084473,23,62,60
12,90.18959999084473,6,360,36
0,95.20704102516174,14,4,60
1,95.20704102516174,49,25,100
2,95.20704102516174,4,31,60
3,95.20704102516174,5,119,100
4,95.20704102516174,24,84,100
5,95.20704102516174,3,17,50
6,95.20704102516174,38,99,100
7,95.20704102516174,6,56,50
8,95.20704102516174,22,78,100
9,95.20704102516174,49,102,100
10,95.20704102516174,22,54,100
11,95.20704102516174,25,52,60
12,95.20704102516174,5,360,36
0,100.22245979309082,16,7,60
1,100.22245979309082,52,32,100
2,100.22245979309082,8,24,60
3,100.22245979309082,1,119,100
4,100.22245979309082,20,91,100
5,100.22245979309082,3,15,50
6,100.22245979309082,34,93,100
7,100.22245979309082,4,56,50
8,100.22245979309082,23,75,100
9,100.22245979309082,46,93,100
10,100.22245979309082,27,51,100
11,100.22245979309082,29,54,60
12,100.22245979309082,7,359,36
0,105.23635196685791,21,1,60
1,105.23635196685791,51,40,100
2,105.23635196685791,9,33,60
3,105.23635196685791,1,120,100
4,105.23635196685791,25,95,100
5,105.23635196685791,1,23,50
6,105.23635196685791,36,84,100
7,105.23635196685791,6,51,50
8,105.23635196685791,21,69,100
9,105.23635196685791,41,90,100
10,105.23635196685791,23,60,100
11,105.23635196685791,24,57,60
12,105.23635196685791,8,361,36
0,110.25511145591736,20,1,60
1,110.25511145591736,54,47,100
2,110.25511145591736,9,26,60
3,110.25511145591736,1,128,100
4,110.25511145591736,20,95,100
5,110.25511145591736,1,29,50
6,110.25511145591736,40,76,100
7,110.25511145591736,10,41,50
8,110.25511145591736,22,77,100
9,110.25511145591736,41,93,100
10,110.25511145591736,22,54,100
11,110.25511145591736,26,48,60
12,110.25511145591736,11,365,36
0,115.25805306434631,17,10,60
1,115.25805306434631,59,48,100
2,115.25805306434631,5,22,60
3,115.25805306434631,1,123,100
4,115.25805306434631,19,99,100
5,115.25805306434631,1,36,50
6,115.25805306434631,37,83,100
7,115.25805306434631,9,46,50
8,115.25805306434631,24,78,100
9,115.25805306434631,36,102,100
10,115.25805306434631,19,62,100
11,115.25805306434631,28,42,60
12,115.25805306434631,8,364,36
