Node,Time,Latency,Throughput,Battery
0,0.016882896423339844,19,11,60
1,0.016882896423339844,57,56,100
2,0.016882896423339844,1,17,60
3,0.016882896423339844,1,123,100
4,0.016882896423339844,23,102,100
5,0.016882896423339844,1,27,50
6,0.016882896423339844,33,83,100
7,0.016882896423339844,7,39,50
8,0.016882896423339844,25,69,100
9,0.016882896423339844,36,107,100
10,0.016882896423339844,24,63,100
11,0.016882896423339844,23,40,60
12,0.016882896423339844,9,374,36
13,0.016882896423339844,6,998,100
0,5.023776054382324,16,10,60
1,5.023776054382324,60,65,100
2,5.023776054382324,0,6,36
3,5.023776054382324,3,113,100
4,5.023776054382324,8,64,60
5,5.023776054382324,0,15,25
6,5.023776054382324,34,85,100
7,5.023776054382324,1,14,25
8,5.023776054382324,24,79,100
9,5.023776054382324,36,110,100
10,5.023776054382324,9,42,60
11,5.023776054382324,8,23,36
12,5.023776054382324,4,224,21
13,5.0247721672058105,1,361,36
0,10.031278133392334,19,10,60
1,10.031278133392334,61,73,100
2,10.031278133392334,5,11,36
3,10.031278133392334,7,118,100
4,10.031278133392334,11,56,60
5,10.031278133392334,1,8,25
6,10.031278133392334,33,85,100
7,10.031278133392334,2,14,25
8,10.031278133392334,29,86,100
9,10.031278133392334,33,111,100
10,10.031278133392334,5,45,60
11,10.031278133392334,5,29,36
12,10.031278133392334,3,216,21
13,10.031278133392334,1,357,36
0,15.043733835220337,15,18,60
1,15.043733835220337,66,72,100
2,15.043733835220337,3,14,36
3,15.043733835220337,2,124,100
4,15.043733835220337,11,58,60
5,15.043733835220337,1,1,25
6,15.043733835220337,34,89,100
7,15.043733835220337,6,10,25
8,15.043733835220337,34,80,100
9,15.043733835220337,31,111,100
10,15.043733835220337,1,52,60
11,15.043733835220337,7,35,36
12,15.043733835220337,1,221,21
13,15.043733835220337,1,365,36
0,20.052971839904785,17,8,60
1,20.052971839904785,67,65,100
2,20.052971839904785,1,16,36
3,20.052971839904785,4,116,100
4,20.052971839904785,12,65,60
5,20.052971839904785,2,1,25
6,20.052971839904785,37,91,100
7,20.052971839904785,10,2,25
8,20.052971839904785,29,82,100
9,20.052971839904785,32,111,100
10,20.052971839904785,1,48,60
11,20.052971839904785,4,36,36
12,20.052971839904785,4,212,21
13,20.052971839904785,1,374,36
0,25.058899641036987,14,1,60
1,25.058899641036987,71,57,100
2,25.058899641036987,4,20,36
3,25.058899641036987,1,114,100
4,25.058899641036987,17,73,60
5,25.058899641036987,6,1,25
6,25.058899641036987,36,90,100
7,25.058899641036987,7,1,25
8,25.058899641036987,27,90,100
9,25.058899641036987,30,121,100
10,25.058899641036987,5,48,60
11,25.058899641036987,9,44,36
12,25.058899641036987,1,222,21
13,25.058899641036987,4,374,36
0,30.062703371047974,19,8,60
1,30.062703371047974,68,55,100
2,30.062703371047974,6,12,36
3,30.062703371047974,1,116,100
4,30.062703371047974,20,65,60
5,30.062703371047974,6,1,25
6,30.062703371047974,33,92,100
7,30.062703371047974,5,1,25
8,30.062703371047974,22,97,100
9,30.062703371047974,28,125,100
10,30.062703371047974,3,47,60
11,30.062703371047974,7,50,36
12,30.062703371047974,2,219,21
13,30.062703371047974,6,366,36
0,35.07743549346924,19,10,60
1,35.07743549346924,70,57,100
2,35.07743549346924,11,3,36
3,35.07743549346924,5,119,100
4,35.07743549346924,16,57,60
5,35.07743549346924,1,2,25
6,35.07743549346924,35,82,100
7,35.07743549346924,6,3,25
8,35.07743549346924,22,106,100
9,35.07743549346924,24,129,100
10,35.07743549346924,1,42,60
11,35.07743549346924,2,47,36
12,35.07743549346924,5,213,21
13,35.07743549346924,6,359,36
0,40.082977533340454,21,17,60
1,40.082977533340454,70,64,100
2,40.082977533340454,9,3,36
3,40.082977533340454,8,114,100
4,40.082977533340454,15,51,60
5,40.082977533340454,5,9,25
6,40.082977533340454,35,81,100
7,40.082977533340454,9,12,25
8,40.082977533340454,26,106,100
9,40.082977533340454,20,124,100
10,40.082977533340454,1,48,60
11,40.082977533340454,4,40,36
12,40.082977533340454,4,222,21
13,40.082977533340454,8,352,36
0,45.09526443481445,23,14,60
1,45.09526443481445,73,66,100
2,45.09526443481445,11,1,36
3,45.09526443481445,10,124,100
4,45.09526443481445,17,54,60
5,45.09526443481445,8,19,25
6,45.09526443481445,35,79,100
7,45.09526443481445,6,7,25
8,45.09526443481445,25,106,100
9,45.09526443481445,22,116,100
10,45.09526443481445,3,53,60
11,45.09526443481445,1,39,36
12,45.09526443481445,1,226,21
13,45.09526443481445,4,357,36
0,50.10277962684631,19,9,60
1,50.10277962684631,78,72,100
2,50.10277962684631,15,10,36
3,50.10277962684631,12,115,100
4,50.10277962684631,13,56,60
5,50.10277962684631,12,10,25
6,50.10277962684631,31,73,100
7,50.10277962684631,8,14,25
8,50.10277962684631,26,113,100
9,50.10277962684631,18,118,100
10,50.10277962684631,8,43,60
11,50.10277962684631,1,30,36
12,50.10277962684631,1,220,21
13,50.10277962684631,1,351,36
0,55.11311364173889,22,14,60
1,55.11311364173889,80,62,100
2,55.11311364173889,15,1,36
3,55.11311364173889,11,115,100
4,55.11311364173889,15,57,60
5,55.11311364173889,9,11,25
6,55.11311364173889,33,67,100
7,55.11311364173889,13,18,25
8,55.11311364173889,27,107,100
9,55.11311364173889,23,114,100
10,55.11311364173889,4,43,60
11,55.11311364173889,2,37,36
12,55.11311364173889,4,211,21
13,55.11311364173889,1,341,36
0,60.12167763710022,27,14,60
1,60.12167763710022,83,58,100
2,60.12167763710022,11,1,36
3,60.12167763710022,11,117,100
4,60.12167763710022,11,48,60
5,60.12167763710022,12,16,25
6,60.12167763710022,33,70,100
7,60.12167763710022,11,22,25
8,60.12167763710022,27,112,100
9,60.12167763710022,19,123,100
10,60.12167763710022,1,41,60
11,60.12167763710022,1,35,36
12,60.12167763710022,7,204,21
13,60.12167763710022,1,334,36
0,65.13493919372559,28,19,60
1,65.13493919372559,84,49,100
2,65.13493919372559,12,1,36
3,65.13493919372559,14,111,100
4,65.13493919372559,12,56,60
5,65.13493919372559,12,25,25
6,65.13493919372559,34,72,100
7,65.13493919372559,16,19,25
8,65.13493919372559,27,120,100
9,65.13493919372559,24,123,100
10,65.13493919372559,6,50,60
11,65.13493919372559,5,26,36
12,65.13493919372559,5,200,21
13,65.13493919372559,1,335,36
0,70.14600110054016,31,18,60
1,70.14600110054016,84,52,100
2,70.14600110054016,15,9,36
3,70.14600110054016,9,113,100
4,70.14600110054016,11,53,60
5,70.14600110054016,10,25,25
6,70.14600110054016,37,81,100
7,70.14600110054016,21,24,25
8,70.14600110054016,28,128,100
9,70.14600110054016,27,131,100
10,70.14600110054016,6,58,60
11,70.14600110054016,4,35,36
12,70.14600110054016,1,196,21
13,70.14600110054016,1,340,36
0,75.15435886383057,36,10,60
1,75.15435886383057,81,52,100
2,75.15435886383057,12,1,36
3,75.15435886383057,14,105,100
4,75.15435886383057,11,62,60
5,75.15435886383057,11,33,25
6,75.15435886383057,33,73,100
7,75.15435886383057,22,31,25
8,75.15435886383057,31,126,100
9,75.15435886383057,31,131,100
10,75.15435886383057,2,66,60
11,75.15435886383057,1,30,36
12,75.15435886383057,1,195,21
13,75.15435886383057,1,345,36
0,80.16072726249695,39,4,60
1,80.16072726249695,79,60,100
2,80.16072726249695,11,1,36
3,80.16072726249695,13,99,100
4,80.16072726249695,9,66,60
5,80.16072726249695,16,34,25
6,80.16072726249695,32,65,100
7,80.16072726249695,21,36,25
8,80.16072726249695,35,134,100
9,80.16072726249695,34,123,100
10,80.16072726249695,6,75,60
11,80.16072726249695,2,38,36
12,80.16072726249695,1,186,21
13,80.16072726249695,1,340,36
0,85.16579270362854,43,9,60
1,85.16579270362854,74,70,100
2,85.16579270362854,11,1,36
3,85.16579270362854,14,94,100
4,85.16579270362854,8,73,60
5,85.16579270362854,15,26,25
6,85.16579270362854,36,59,100
7,85.16579270362854,25,31,25
8,85.16579270362854,35,143,100
9,85.16579270362854,31,117,100
10,85.16579270362854,3,68,60
11,85.16579270362854,4,47,36
12,85.16579270362854,3,177,21
13,85.16579270362854,1,339,36
0,90.18217968940735,39,1,60
1,90.18217968940735,79,76,100
2,90.18217968940735,15,5,36
3,90.18217968940735,11,104,100
4,90.18217968940735,9,71,60
5,90.18217968940735,19,33,25
6,90.18217968940735,31,52,100
7,90.18217968940735,24,28,25
8,90.18217968940735,35,141,100
9,90.18217968940735,33,126,100
10,90.18217968940735,3,74,60
11,90.18217968940735,7,55,36
12,90.18217968940735,1,176,21
13,90.18217968940735,1,339,36
0,95.18833327293396,38,4,60
1,95.18833327293396,77,76,100
2,95.18833327293396,20,15,36
3,95.18833327293396,14,102,100
4,95.18833327293396,6,65,60
5,95.18833327293396,14,37,25
6,95.18833327293396,33,59,100
7,95.18833327293396,21,32,25
8,95.18833327293396,38,137,100
9,95.18833327293396,31,118,100
10,95.18833327293396,5,70,60
11,95.18833327293396,8,50,36
12,95.18833327293396,1,172,21
13,95.18833327293396,4,346,36
0,100.20109343528748,33,11,60
1,100.20109343528748,77,78,100
2,100.20109343528748,20,20,36
3,100.20109343528748,19,112,100
4,100.20109343528748,10,75,60
5,100.20109343528748,16,28,25
6,100.20109343528748,36,57,100
7,100.20109343528748,24,30,25
8,100.20109343528748,36,138,100
9,100.20109343528748,35,117,100
10,100.20109343528748,2,74,60
11,100.20109343528748,4,60,36
12,100.20109343528748,1,181,21
13,100.20109343528748,3,344,36
0,105.21702861785889,28,16,60
1,105.21702861785889,75,87,100
2,105.21702861785889,21,24,36
3,105.21702861785889,20,102,100
4,105.21702861785889,15,80,60
5,105.21702861785889,11,21,25
6,105.21702861785889,31,60,100
7,105.21702861785889,25,33,25
8,105.21702861785889,37,140,100
9,105.21702861785889,36,127,100
10,105.21702861785889,6,74,60
11,105.21702861785889,1,56,36
12,105.21702861785889,1,172,21
13,105.21702861785889,7,343,36
0,110.22745251655579,30,25,60
1,110.22745251655579,75,83,100
2,110.22745251655579,22,19,36
3,110.22745251655579,16,104,100
4,110.22745251655579,19,89,60
5,110.22745251655579,8,17,25
6,110.22745251655579,30,56,100
7,110.22745251655579,27,30,25
8,110.22745251655579,35,142,100
9,110.22745251655579,40,135,100
10,110.22745251655579,6,74,60
11,110.22745251655579,3,61,36
12,110.22745251655579,4,165,21
13,110.22745251655579,10,350,36
0,115.23134565353394,30,22,60
1,115.23134565353394,76,75,100
2,115.23134565353394,20,25,36
3,115.23134565353394,12,98,100
4,115.23134565353394,14,92,60
5,115.23134565353394,12,22,25
6,115.23134565353394,33,55,100
7,115.23134565353394,27,38,25
8,115.23134565353394,37,141,100
9,115.23134565353394,40,140,100
10,115.23134565353394,10,64,60
11,115.23134565353394,1,59,36
12,115.23134565353394,1,165,21
13,115.23134565353394,12,355,36
